,area_type,total_sqft,bathrooms,price,bhk
8496,Super built-up Area,1197.0,2.0,7.8,2
8499,Super built-up Area,1397.0,3.0,10.5,3
8501,Super built-up Area,2710.0,3.0,17.0,3
8502,Super built-up Area,1720.0,2.0,12.6,3
8503,Super built-up Area,602.0,1.0,3.8,1
8507,Super built-up Area,1476.0,3.0,10.5,3
8508,Super built-up Area,1056.0,2.0,6.5,2
8510,Super built-up Area,1860.0,3.0,13.0,3
8512,Super built-up Area,697.0,1.0,3.5,1
8513,Super built-up Area,1532.5,3.0,7.9465,3
8514,Super built-up Area,1147.0,2.0,7.5,2
8517,Super built-up Area,1270.0,2.0,9.5,2
8518,Super built-up Area,1100.0,2.0,6.1,2
8519,Super built-up Area,1410.0,3.0,9.2,2
8521,Super built-up Area,1315.0,3.0,6.5,3
8527,Super built-up Area,535.0,1.0,3.5,1
8528,Super built-up Area,1035.0,2.0,6.0,2
8532,Super built-up Area,1350.0,2.0,9.9,2
8533,Super built-up Area,1929.0,3.0,10.3,3
8534,Super built-up Area,1100.0,2.0,7.2,2
8538,Super built-up Area,1158.0,2.0,6.7,2
8540,Super built-up Area,1308.0,2.0,7.5,2
8545,Super built-up Area,1465.0,2.0,8.8,3
8546,Super built-up Area,1145.0,2.0,6.3,2
8548,Super built-up Area,1861.0,3.0,9.2,3
8549,Super built-up Area,1265.0,2.0,6.5,3
8550,Super built-up Area,1280.0,2.0,7.5,2
8553,Super built-up Area,1837.0,3.0,14.2,3
8554,Super built-up Area,1703.0,3.0,13.0,3
8555,Super built-up Area,1293.0,2.0,8.0,3
8557,Super built-up Area,1450.0,3.0,7.5,3
8561,Super built-up Area,2210.0,3.0,16.5,3
8563,Super built-up Area,1560.0,2.0,8.33,3
8564,Super built-up Area,960.0,2.0,5.5,2
8568,Super built-up Area,800.0,1.0,2.95,1
8569,Super built-up Area,1080.0,2.0,6.0,2
8571,Super built-up Area,1286.0,2.0,6.8,3
8572,Super built-up Area,1150.0,2.0,9.0,2
8573,Super built-up Area,1352.0,2.0,7.2,2
8576,Super built-up Area,682.0,1.0,3.6229999999999998,1
8577,Super built-up Area,1650.0,3.0,8.55,3
8578,Super built-up Area,1850.0,3.0,12.0,3
8579,Super built-up Area,1702.0,3.0,11.5,3
8580,Super built-up Area,1250.0,2.0,7.9,2
8583,Super built-up Area,1275.0,2.0,10.5,2
8584,Super built-up Area,1260.0,2.0,7.1194999999999995,2
8585,Super built-up Area,1580.0,3.0,12.5,3
8586,Super built-up Area,1343.0,2.0,7.5,2
8588,Super built-up Area,1047.0,2.0,7.2,2
8593,Super built-up Area,1445.0,2.0,8.669,3
8594,Super built-up Area,1165.0,2.0,6.4079999999999995,2
8596,Super built-up Area,1787.0,3.0,10.7,3
8597,Super built-up Area,1797.0,4.0,9.5,3
8600,Super built-up Area,1200.0,2.0,6.8,2
8602,Super built-up Area,1935.0,4.0,12.2,3
8604,Super built-up Area,1816.0,3.0,11.9,3
8605,Super built-up Area,1680.0,3.0,12.5,3
8609,Super built-up Area,1424.0,2.0,8.0,2
8610,Super built-up Area,1290.0,2.0,8.99,2
8611,Super built-up Area,1720.0,2.0,13.0,3
8612,Super built-up Area,1237.0,3.0,7.8,3
8613,Super built-up Area,1720.0,3.0,9.897,3
8614,Super built-up Area,1780.0,3.0,10.7,3
8615,Super built-up Area,1800.0,3.0,9.3,3
8619,Super built-up Area,2732.0,4.0,19.4,4
8621,Super built-up Area,1600.0,3.0,9.5,3
8626,Super built-up Area,3630.0,6.0,20.7,4
8628,Super built-up Area,5400.0,3.0,40.0,3
8630,Super built-up Area,1683.0,3.0,11.0,3
8632,Super built-up Area,3150.0,4.0,21.8,4
8633,Super built-up Area,492.0,1.0,4.0,1
8636,Super built-up Area,1214.0,2.0,6.7,2
8637,Super built-up Area,1386.0,2.0,8.5,2
8641,Super built-up Area,1105.0,2.0,8.0,2
8642,Super built-up Area,1655.0,3.0,10.8,3
8644,Super built-up Area,1210.0,2.0,6.9,2
8646,Super built-up Area,700.0,1.0,4.1,2
8647,Super built-up Area,1740.0,3.0,9.5,3
8648,Super built-up Area,1763.25,3.0,9.8,3
8649,Super built-up Area,1900.0,3.0,15.0,3
8651,Super built-up Area,1836.0,3.0,14.8,3
8652,Super built-up Area,1160.0,2.0,7.5,2
8656,Super built-up Area,1240.0,2.0,7.9,3
8660,Super built-up Area,1826.0,3.0,13.0,3
8662,Super built-up Area,1900.0,2.0,12.0,3
8664,Super built-up Area,1290.0,2.0,8.5,2
8666,Super built-up Area,2600.0,3.0,19.5,3
8668,Super built-up Area,790.5,1.0,4.2295,1
8670,Super built-up Area,1155.0,2.0,6.5,2
8671,Super built-up Area,3900.0,6.0,26.0,6
8672,Super built-up Area,1550.0,2.0,9.8,3
8678,Super built-up Area,456.0,1.0,1.5,1
8679,Super built-up Area,3122.0,6.0,24.5,4
8680,Super built-up Area,1180.0,2.0,7.122,2
8683,Super built-up Area,1420.0,2.0,7.5,3
8684,Super built-up Area,2439.0,4.0,19.0,4
8688,Super built-up Area,1050.0,2.0,7.747,2
8689,Super built-up Area,1550.0,3.0,8.5,3
8690,Super built-up Area,1270.0,2.0,8.0,2
8691,Super built-up Area,1012.0,2.0,6.5,2
8693,Super built-up Area,933.0,2.0,5.5,2
8694,Super built-up Area,1148.0,2.0,6.9,2
8696,Super built-up Area,1719.0,3.0,11.0,3
8697,Super built-up Area,1350.0,2.0,8.8,2
8698,Super built-up Area,1420.0,3.0,7.0,3
8699,Super built-up Area,1703.0,3.0,12.6,3
8700,Super built-up Area,1210.0,2.0,8.0,2
8703,Super built-up Area,1335.0,2.0,11.0,2
8706,Super built-up Area,1076.0,2.0,7.8,2
8707,Super built-up Area,1216.0,2.0,8.0,2
8709,Super built-up Area,1183.0,2.0,7.7299999999999995,2
8710,Super built-up Area,656.0,1.0,3.8770000000000002,1
8711,Super built-up Area,534.0,1.0,1.9649999999999999,1
8713,Super built-up Area,2087.01,4.0,13.5,3
8714,Super built-up Area,645.0,1.0,3.9,1
8719,Super built-up Area,1680.0,3.0,12.2,3
8720,Super built-up Area,1819.0,3.0,10.0,3
8722,Super built-up Area,2020.0,3.0,16.0,3
8726,Super built-up Area,1706.0,3.0,11.5,3
8729,Super built-up Area,1340.0,2.0,10.1,2
8730,Super built-up Area,984.0,2.0,5.9,2
8731,Super built-up Area,1135.0,2.0,6.8,2
8733,Super built-up Area,700.0,1.0,3.5,1
8735,Super built-up Area,1385.0,2.0,6.925,3
8736,Super built-up Area,1335.0,2.0,7.343000000000001,3
8737,Super built-up Area,1015.0,2.0,6.0,2
8738,Super built-up Area,1108.0,2.0,6.3,2
8739,Super built-up Area,1445.0,2.0,8.3,3
8743,Super built-up Area,1762.0,3.0,11.2,3
8744,Super built-up Area,1303.0,2.0,8.0,2
8745,Super built-up Area,1560.0,2.0,12.5,3
8748,Super built-up Area,1780.0,3.0,8.8,3
8749,Super built-up Area,1636.0,3.0,8.3,3
8753,Super built-up Area,1489.0,3.0,8.8,3
8756,Super built-up Area,1650.0,3.0,9.4,3
8757,Super built-up Area,1224.0,2.0,6.7,2
8762,Super built-up Area,1535.0,3.0,8.5,3
8763,Super built-up Area,905.0,2.0,6.5,2
8766,Super built-up Area,1328.0,2.0,10.7,2
8767,Super built-up Area,1485.0,2.0,11.0,3
8769,Super built-up Area,1245.0,2.0,10.0,2
8772,Super built-up Area,711.0,1.0,4.265,1
8773,Super built-up Area,630.0,1.0,4.05,1
8776,Super built-up Area,2500.0,5.0,18.1,4
8779,Super built-up Area,1441.0,2.0,9.5,3
8781,Super built-up Area,1825.0,3.0,14.5,3
8785,Super built-up Area,1190.0,2.0,6.4,2
8786,Super built-up Area,1130.0,2.0,6.3,2
8787,Super built-up Area,1430.0,2.0,8.78,2
8792,Super built-up Area,1700.0,3.0,10.5,3
8793,Super built-up Area,2658.0,5.0,18.9,4
8794,Super built-up Area,1600.0,2.0,9.0,3
8795,Super built-up Area,3400.0,4.0,27.5,4
8796,Super built-up Area,1508.0,3.0,7.5,3
8797,Super built-up Area,1046.0,2.0,6.0,2
8800,Super built-up Area,2996.0,4.0,20.0,4
8802,Super built-up Area,1400.0,2.0,7.5,2
8803,Super built-up Area,1416.0,2.0,8.5,3
8805,Super built-up Area,1760.0,3.0,11.0,3
8806,Super built-up Area,3800.0,4.0,23.5,4
8808,Super built-up Area,1384.0,2.0,7.618,3
8809,Super built-up Area,551.0,1.0,3.0,1
8813,Super built-up Area,1210.0,2.0,7.7,2
8814,Super built-up Area,1100.0,3.0,5.8,3
8815,Super built-up Area,1780.0,3.0,10.0,3
8816,Super built-up Area,3951.0,4.0,23.0,4
8819,Super built-up Area,1186.0,2.0,7.6,2
8820,Super built-up Area,560.0,1.0,4.5,1
8821,Super built-up Area,2357.0,3.0,13.5,3
8822,Super built-up Area,1823.0,3.0,10.3,3
8825,Super built-up Area,1400.0,2.0,8.0,3
8826,Super built-up Area,1625.0,3.0,12.0,3
8828,Super built-up Area,2774.0,4.0,19.7,4
8829,Super built-up Area,994.0,2.0,5.4670000000000005,1
8830,Super built-up Area,1455.0,3.0,7.5,3
8831,Super built-up Area,1935.0,3.0,10.2,3
8832,Super built-up Area,1856.0,3.0,10.6,3
8835,Super built-up Area,1626.0,3.0,8.5,3
8837,Super built-up Area,1559.0,3.0,8.155,3
8839,Super built-up Area,1200.0,2.0,7.2,2
8840,Super built-up Area,1174.0,2.0,7.4,2
8841,Super built-up Area,1278.0,3.0,7.0,3
8846,Super built-up Area,702.0,1.0,5.2,1
8851,Super built-up Area,1960.0,3.0,13.8,3
8852,Super built-up Area,3496.0,4.0,26.2,4
8854,Super built-up Area,1700.0,3.0,12.5,3
8855,Super built-up Area,1495.0,2.0,11.0,2
8857,Super built-up Area,1679.0,3.0,9.486,3
8858,Super built-up Area,1450.0,3.0,7.5,3
8859,Super built-up Area,1210.0,2.0,8.2,2
8863,Super built-up Area,450.0,1.0,2.0,1
8866,Super built-up Area,1242.0,2.0,7.5,2
8867,Super built-up Area,1792.0,3.0,10.4,3
8869,Super built-up Area,605.0,1.0,2.2,1
8870,Super built-up Area,1450.0,3.0,7.9,3
8877,Super built-up Area,1910.0,3.0,15.0,3
8880,Super built-up Area,1174.0,2.0,7.8,2
8882,Super built-up Area,1304.0,2.0,6.997,2
8883,Super built-up Area,1100.0,2.0,6.5,2
8890,Super built-up Area,1246.0,2.0,6.9,2
8894,Super built-up Area,991.0,2.0,6.4,2
8895,Super built-up Area,662.0,1.0,3.8,1
8896,Super built-up Area,1575.0,3.0,8.0,3
8900,Super built-up Area,1844.0,3.0,9.5,3
8901,Super built-up Area,1830.0,4.0,15.0,3
8902,Super built-up Area,2275.0,4.0,18.5,3
8907,Super built-up Area,1475.0,3.0,8.0,3
8909,Super built-up Area,1855.0,3.0,14.0,3
8910,Super built-up Area,1850.0,3.0,12.0,3
8912,Super built-up Area,1216.0,2.0,7.3,2
8913,Super built-up Area,1721.0,3.0,9.3,3
8914,Super built-up Area,1059.0,2.0,6.2,2
8920,Super built-up Area,1654.0,3.0,9.78,3
8921,Super built-up Area,801.0,1.0,3.3645000000000005,1
8922,Super built-up Area,1685.0,3.0,10.1,3
8923,Super built-up Area,1265.0,2.0,7.2,2
8925,Super built-up Area,1009.0,2.0,6.5,2
8929,Super built-up Area,1575.0,2.0,8.5,2
8930,Super built-up Area,1360.0,2.0,7.761,2
8931,Super built-up Area,1710.0,3.0,8.5,3
8932,Super built-up Area,2185.0,3.0,12.0,4
8933,Super built-up Area,1246.0,2.0,6.7,2
8935,Super built-up Area,998.0,2.0,6.5,2
8936,Super built-up Area,1130.0,2.0,8.5,2
8937,Super built-up Area,1354.0,2.0,9.8,3
8938,Super built-up Area,1389.0,2.0,9.4,2
8939,Super built-up Area,1172.0,2.0,7.5,2
8943,Super built-up Area,1270.0,2.0,7.3,2
8952,Super built-up Area,1330.0,2.0,8.0,2
8953,Super built-up Area,2330.0,5.0,17.5,4
8954,Super built-up Area,2100.0,3.0,13.5,3
8961,Super built-up Area,2630.0,5.0,18.8,4
8963,Super built-up Area,2790.0,5.0,19.8,4
8965,Super built-up Area,1150.0,2.0,5.75,3
8966,Super built-up Area,1890.0,4.0,12.5,3
8968,Super built-up Area,1680.0,3.0,13.0,3
8969,Super built-up Area,1700.0,3.0,9.35,3
8970,Super built-up Area,1595.0,3.0,10.5,3
8971,Super built-up Area,1480.0,3.0,10.0,3
8972,Super built-up Area,1683.0,3.0,11.5,3
8973,Super built-up Area,1340.0,2.0,7.3,2
8975,Super built-up Area,1730.0,3.0,9.5,3
8976,Super built-up Area,1450.0,3.0,8.86,3
8977,Super built-up Area,1862.0,4.0,11.0,3
8978,Super built-up Area,863.0,1.0,4.055,1
8989,Super built-up Area,5384.0,5.0,42.0,5
8990,Super built-up Area,1180.0,2.0,7.2,2
8991,Super built-up Area,2774.0,4.0,19.7,4
8992,Super built-up Area,1723.0,3.0,9.5,3
8993,Super built-up Area,1607.0,2.0,11.2,3
8994,Super built-up Area,1113.0,2.0,7.0,2
8995,Super built-up Area,2956.0,5.0,23.4,4
8996,Super built-up Area,1398.0,2.0,9.7,2
9001,Super built-up Area,3596.0,5.0,29.7,4
9002,Super built-up Area,1630.0,3.0,13.1,3
9003,Super built-up Area,1202.0,2.0,6.5,2
9004,Super built-up Area,1360.0,2.0,7.0,3
9005,Super built-up Area,1155.0,2.0,6.918000000000001,2
9007,Super built-up Area,1645.0,3.0,11.3,3
9010,Super built-up Area,1252.0,3.0,7.0,3
9011,Super built-up Area,1221.0,3.0,6.5,3
9015,Super built-up Area,940.0,2.0,5.0,2
9016,Super built-up Area,1460.0,2.0,8.0,3
9017,Super built-up Area,2275.0,4.0,17.5,3
9018,Super built-up Area,1522.0,3.0,9.0,3
9020,Super built-up Area,5425.0,13.0,27.5,13
9026,Super built-up Area,770.0,1.0,4.382,1
9027,Super built-up Area,635.0,1.0,2.8,1
9030,Super built-up Area,620.0,1.0,2.5,1
9031,Super built-up Area,1500.0,2.0,9.9,3
9033,Super built-up Area,1300.0,2.0,6.923,2
9034,Super built-up Area,1100.0,2.0,6.8,2
9036,Super built-up Area,1007.0,2.0,6.4,2
9039,Super built-up Area,1150.0,2.0,7.2,2
9042,Super built-up Area,3628.0,4.0,24.6,4
9043,Super built-up Area,700.0,2.0,4.0,2
9045,Super built-up Area,1569.0,3.0,11.8,3
9047,Super built-up Area,2437.0,3.0,12.5,3
9049,Super built-up Area,3270.0,4.0,20.5,4
9051,Super built-up Area,2247.0,3.0,14.5,3
9052,Super built-up Area,1550.0,3.0,8.5,3
9053,Super built-up Area,1715.0,2.0,10.0,3
9059,Super built-up Area,1787.0,3.0,11.6,3
9060,Super built-up Area,1691.0,3.0,9.301,3
9062,Super built-up Area,1896.0,3.0,10.2,3
9064,Super built-up Area,1244.0,2.0,9.5,2
9066,Super built-up Area,580.0,1.0,2.75,1
9067,Super built-up Area,1355.0,3.0,8.387,3
9070,Super built-up Area,2087.0,4.0,13.9,3
9071,Super built-up Area,2273.0,3.0,14.5,3
9072,Super built-up Area,2050.0,3.0,15.0,3
9075,Super built-up Area,1830.0,3.0,13.3,3
9076,Super built-up Area,1028.0,2.0,5.6,2
9077,Super built-up Area,1160.0,2.0,6.7,2
9078,Super built-up Area,1505.0,3.0,7.8,3
9082,Super built-up Area,2159.0,3.0,12.0,3
9086,Super built-up Area,1750.0,2.0,8.9,3
9087,Super built-up Area,1400.0,2.0,10.0,2
9090,Super built-up Area,1276.0,2.0,7.6,2
9093,Super built-up Area,1128.0,2.0,6.545,2
9097,Super built-up Area,1304.0,3.0,6.5,3
9101,Super built-up Area,1340.0,2.0,8.5,2
9102,Super built-up Area,1100.0,2.0,7.5,3
9103,Super built-up Area,750.0,2.0,4.0,2
9105,Super built-up Area,1299.0,2.0,10.5,2
9107,Super built-up Area,925.0,2.0,5.5,2
9110,Super built-up Area,1715.0,3.0,9.5,3
9112,Super built-up Area,1144.0,2.0,6.5,2
9113,Super built-up Area,525.0,1.0,2.601,1
9115,Super built-up Area,661.0,1.0,3.3,1
9116,Super built-up Area,1705.0,3.0,9.1,3
9123,Super built-up Area,1500.0,2.0,10.0,3
9124,Super built-up Area,1216.0,2.0,6.688,2
9129,Super built-up Area,1180.0,2.0,7.7,2
9130,Super built-up Area,2140.0,3.0,13.9,3
9131,Super built-up Area,1500.0,3.0,10.0,3
9133,Super built-up Area,1921.0,4.0,12.9,3
9134,Super built-up Area,1621.0,3.0,12.4,3
9135,Super built-up Area,1030.0,2.0,7.725,3
9136,Super built-up Area,1314.0,2.0,8.4,2
9138,Super built-up Area,703.0,2.0,4.95,2
9140,Super built-up Area,4395.0,4.0,24.2,4
9142,Super built-up Area,1254.0,2.0,7.0,3
9143,Super built-up Area,2215.0,4.0,15.4,3
9145,Super built-up Area,1623.0,3.0,8.9,3
9149,Super built-up Area,1293.0,2.0,8.0,2
9150,Super built-up Area,940.0,2.0,6.956999999999999,2
9151,Super built-up Area,1181.0,2.0,6.5,3
9153,Super built-up Area,1260.0,2.0,7.5,3
9157,Super built-up Area,1864.0,3.0,11.5,3
9159,Super built-up Area,1691.0,3.0,10.0,3
9162,Super built-up Area,1650.0,3.0,8.5,3
9164,Super built-up Area,2285.0,4.0,16.5,3
9167,Super built-up Area,1345.0,2.0,6.9,3
9169,Super built-up Area,1026.0,2.0,6.055,2
9171,Super built-up Area,1460.0,3.0,7.6,3
9172,Super built-up Area,1525.0,2.0,9.148,3
9173,Super built-up Area,1642.0,2.0,11.5,3
9174,Super built-up Area,975.0,2.0,6.0,2
9176,Super built-up Area,1210.0,2.0,7.793000000000001,2
9177,Super built-up Area,2000.0,3.0,10.0,3
9178,Super built-up Area,1225.0,2.0,6.8,2
9179,Super built-up Area,1290.0,2.0,8.004000000000001,2
9180,Super built-up Area,1361.0,2.0,7.9,2
9182,Super built-up Area,1222.0,2.0,9.8,2
9183,Super built-up Area,1420.0,2.0,9.939,2
9184,Super built-up Area,1846.0,3.0,13.5,3
9185,Super built-up Area,1167.0,2.0,6.4079999999999995,2
9186,Super built-up Area,2422.0,4.0,13.5,4
9189,Super built-up Area,1710.0,3.0,13.5,3
9192,Super built-up Area,615.0,1.0,4.6,1
9193,Super built-up Area,1350.0,2.0,8.5,2
9194,Super built-up Area,1718.0,3.0,13.0,3
9195,Super built-up Area,1680.0,3.0,11.2,3
9196,Super built-up Area,1157.0,2.0,7.2,3
9200,Super built-up Area,630.0,1.0,4.6,1
9201,Super built-up Area,1025.0,2.0,6.0,2
9203,Super built-up Area,1012.0,2.0,5.8,2
9204,Super built-up Area,1884.0,4.0,11.8,3
9206,Super built-up Area,1300.0,3.0,7.7989999999999995,3
9207,Super built-up Area,1710.0,3.0,8.5,3
9210,Super built-up Area,1385.0,3.0,9.0,3
9212,Super built-up Area,1817.0,3.0,11.0,3
9216,Super built-up Area,1340.0,2.0,7.5,2
9218,Super built-up Area,1098.0,2.0,7.1,2
9219,Super built-up Area,4190.0,4.0,32.5,4
9220,Super built-up Area,1019.0,2.0,6.2,2
9222,Super built-up Area,1537.0,3.0,8.1,3
9224,Super built-up Area,1246.0,2.0,9.5,2
9226,Super built-up Area,630.0,1.0,3.37,1
9228,Super built-up Area,1711.0,3.0,12.5,3
9229,Super built-up Area,1392.0,2.0,9.5,2
9230,Super built-up Area,1225.0,2.0,7.7,2
9231,Super built-up Area,3418.0,3.0,23.5,4
9232,Super built-up Area,1750.0,3.0,12.0,3
9233,Super built-up Area,1260.0,2.0,8.0,3
9234,Super built-up Area,691.0,1.0,3.1100000000000003,1
9235,Super built-up Area,1285.0,2.0,7.8,2
9239,Super built-up Area,1520.0,2.0,8.1,3
9243,Super built-up Area,1777.26,3.0,8.9,3
9245,Super built-up Area,1835.0,3.0,10.8,3
9246,Super built-up Area,1225.0,2.0,6.748,2
9247,Super built-up Area,656.0,1.0,3.4770000000000003,1
9249,Super built-up Area,1025.0,2.0,6.5,2
9251,Super built-up Area,1930.0,4.0,12.2,3
9252,Super built-up Area,612.5,1.0,2.7565,1
9255,Super built-up Area,1689.0,3.0,10.3,3
9258,Super built-up Area,1155.0,2.0,6.9,2
9260,Super built-up Area,1515.0,2.0,7.6,3
9262,Super built-up Area,2650.0,4.0,17.5,3
9263,Super built-up Area,1842.0,3.0,11.5,3
9264,Super built-up Area,1282.0,2.0,7.2,2
9266,Super built-up Area,1318.0,2.0,6.8,3
9267,Super built-up Area,1698.0,2.0,10.5,2
9269,Super built-up Area,1881.0,3.0,14.5,3
9270,Super built-up Area,1890.0,3.0,10.9,3
9272,Super built-up Area,1000.0,2.0,5.8,2
9273,Super built-up Area,1510.0,3.0,7.5,3
9278,Super built-up Area,1715.0,3.0,11.2,3
9280,Super built-up Area,1230.0,2.0,8.0,2
9282,Super built-up Area,1411.0,3.0,9.325,3
9283,Super built-up Area,2404.0,3.0,13.8,3
9284,Super built-up Area,1225.0,2.0,6.984,2
9285,Super built-up Area,1162.0,2.0,6.9,2
9286,Super built-up Area,1262.0,2.0,6.5,3
9288,Super built-up Area,1610.0,3.0,8.5,3
9290,Super built-up Area,2275.0,4.0,18.2,3
9292,Super built-up Area,1170.0,2.0,6.5,2
9293,Super built-up Area,1423.0,2.0,7.173,3
9298,Super built-up Area,2100.0,3.0,14.5,3
9299,Super built-up Area,907.0,2.0,5.543,2
9301,Super built-up Area,1904.0,3.0,12.9,3
9302,Super built-up Area,1205.0,2.0,7.3870000000000005,2
9303,Super built-up Area,1164.0,2.0,6.4079999999999995,2
9307,Super built-up Area,1021.0,2.0,7.6,2
9309,Super built-up Area,1981.0,3.0,13.4,3
9310,Super built-up Area,1201.0,2.0,6.5,2
9313,Super built-up Area,1520.0,3.0,8.5,3
9314,Super built-up Area,1268.0,2.0,7.5,3
9315,Super built-up Area,660.0,1.0,3.0,1
9316,Super built-up Area,1755.0,3.0,11.5,3
9318,Super built-up Area,2820.0,4.0,15.35,4
9320,Super built-up Area,1276.0,2.0,8.0,2
9321,Super built-up Area,1180.0,2.0,7.5,2
9322,Super built-up Area,1370.0,2.0,8.7,3
9324,Super built-up Area,1677.0,3.0,9.213,3
9327,Super built-up Area,1881.0,3.0,14.5,3
9331,Super built-up Area,1660.0,3.0,13.1,3
9334,Super built-up Area,705.0,2.0,5.0,1
9336,Super built-up Area,1804.0,3.0,12.7,3
9338,Super built-up Area,2215.0,4.0,15.7,3
9340,Super built-up Area,1431.0,3.0,8.5,3
9342,Super built-up Area,1650.0,3.0,8.55,3
9344,Super built-up Area,2524.0,5.0,18.0,4
9345,Super built-up Area,1300.0,3.0,6.9,3
9346,Super built-up Area,2095.0,3.0,15.0,3
9347,Super built-up Area,1265.0,2.0,6.8,2
9349,Super built-up Area,1835.0,2.0,9.2,3
9352,Super built-up Area,1100.0,2.0,6.5,2
9354,Super built-up Area,660.0,1.0,3.5,1
9355,Super built-up Area,1920.0,4.0,12.1,3
9357,Super built-up Area,1205.0,2.0,6.831999999999999,2
9359,Super built-up Area,1421.0,2.0,7.3,3
9361,Super built-up Area,524.0,1.0,2.9,1
9362,Super built-up Area,1540.0,3.0,9.0,3
9367,Super built-up Area,1700.0,2.0,8.6,3
9369,Super built-up Area,1333.0,2.0,8.665000000000001,2
9370,Super built-up Area,1258.0,2.0,8.55,2
9371,Super built-up Area,1458.0,2.0,8.7,3
9372,Super built-up Area,1200.0,2.0,8.3,2
9374,Super built-up Area,2135.0,3.0,14.9,4
9375,Super built-up Area,1178.0,2.0,8.0,2
9377,Super built-up Area,1493.0,2.0,9.0,3
9378,Super built-up Area,2495.0,3.0,13.0,3
9379,Super built-up Area,814.0,2.0,5.3,2
9381,Super built-up Area,1115.0,2.0,6.1,2
9382,Super built-up Area,3075.0,2.0,18.8,4
9387,Super built-up Area,1810.0,3.0,13.1,3
9388,Super built-up Area,1426.0,2.0,7.1,3
9389,Super built-up Area,650.0,1.0,3.5,1
9391,Super built-up Area,1360.0,2.0,11.0,2
9392,Super built-up Area,674.0,1.0,3.685,1
9393,Super built-up Area,1655.0,3.0,11.0,3
9394,Super built-up Area,1277.0,2.0,9.2,2
9400,Super built-up Area,1020.0,2.0,8.0,2
9401,Super built-up Area,3715.0,6.0,21.25,4
9402,Super built-up Area,1160.0,2.0,9.5,2
9403,Super built-up Area,1300.0,3.0,6.9,3
9405,Super built-up Area,1155.0,2.0,6.918000000000001,2
9406,Super built-up Area,905.0,2.0,5.5,2
9407,Super built-up Area,1375.0,2.0,7.5,3
9409,Super built-up Area,957.0,2.0,5.5,2
9410,Super built-up Area,3000.0,4.0,23.5,4
9414,Super built-up Area,840.0,1.0,5.7,1
9415,Super built-up Area,1732.0,3.0,11.2,3
9416,Super built-up Area,1260.0,2.0,6.99,2
9420,Super built-up Area,650.0,1.0,4.0,2
9422,Super built-up Area,1725.0,3.0,10.6,3
9423,Super built-up Area,1717.0,3.0,11.0,3
9427,Super built-up Area,1976.0,3.0,14.5,3
9429,Super built-up Area,700.0,1.0,3.8,1
9431,Super built-up Area,2082.0,3.0,10.4,3
9433,Super built-up Area,933.0,2.0,6.6,2
9435,Super built-up Area,1200.0,2.0,7.32,2
9437,Super built-up Area,1555.0,3.0,12.5,3
9439,Super built-up Area,658.0,1.0,2.691,1
9443,Super built-up Area,1800.0,3.0,9.2,3
9444,Super built-up Area,1167.0,2.0,6.3,2
9446,Super built-up Area,650.0,1.0,5.0,1
9447,Super built-up Area,720.0,1.0,3.239,1
9451,Super built-up Area,1770.0,3.0,10.8,3
9452,Super built-up Area,2100.0,3.0,12.5,3
9455,Super built-up Area,1400.0,3.0,8.1,3
9456,Super built-up Area,1070.0,2.0,8.7,2
9457,Super built-up Area,1536.0,3.0,10.7,3
9458,Super built-up Area,1773.5,2.0,10.292,3
9459,Super built-up Area,1342.0,2.0,7.2,2
9460,Super built-up Area,1600.0,3.0,13.0,3
9461,Super built-up Area,938.0,1.0,5.0,1
9462,Super built-up Area,1820.0,3.0,9.9,3
9463,Super built-up Area,2439.0,4.0,17.0,4
9465,Super built-up Area,1850.0,3.0,15.0,3
9466,Super built-up Area,1346.0,2.0,7.4030000000000005,2
9468,Super built-up Area,1299.0,2.0,9.7,2
9469,Super built-up Area,1491.0,3.0,8.5,3
9470,Super built-up Area,581.0,1.0,2.9,1
9471,Super built-up Area,1296.0,2.0,7.0,2
9474,Super built-up Area,1330.0,2.0,7.4,2
9476,Super built-up Area,516.0,1.0,3.9,1
9481,Super built-up Area,1707.0,3.0,11.5,3
9483,Super built-up Area,1240.0,2.0,8.3,3
9484,Super built-up Area,1300.0,2.0,9.165000000000001,2
9486,Super built-up Area,1383.0,2.0,7.618,3
9488,Super built-up Area,2072.0,4.0,15.1,3
9489,Super built-up Area,615.0,1.0,4.6,1
9491,Super built-up Area,1639.0,3.0,10.7,3
9492,Super built-up Area,1839.0,3.0,13.0,3
9494,Super built-up Area,625.0,1.0,2.7,1
9495,Super built-up Area,933.0,1.0,6.1,1
9496,Super built-up Area,2289.0,3.0,18.0,3
9501,Super built-up Area,1005.0,2.0,5.5,2
9504,Super built-up Area,1100.0,2.0,6.0,2
9505,Super built-up Area,1230.0,2.0,6.625,2
9510,Super built-up Area,1644.0,3.0,9.259,3
9511,Super built-up Area,1819.0,3.0,15.0,3
9512,Super built-up Area,1205.0,2.0,8.5,2
9516,Super built-up Area,1221.0,3.0,7.0,3
9518,Super built-up Area,4303.0,5.0,30.0,4
9519,Super built-up Area,1315.0,2.0,8.5,2
9520,Super built-up Area,1250.0,2.0,6.8,2
9522,Super built-up Area,1600.0,2.0,11.0,3
9527,Super built-up Area,1182.0,2.0,6.01,3
9529,Super built-up Area,2000.0,3.0,12.5,3
9530,Super built-up Area,1590.0,3.0,10.5,3
9534,Super built-up Area,1702.0,3.0,10.7,3
